Sylhet,Sylhet,Jaintiapur,Charikata,Pashchim Sorukhel Cc,10018774,CC Pashchim Sorukhel,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Charikata,Vitrikhel Cc ,10013009,CC Vitrikhel ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Chiknagol ,Tagorermati Cc ,10013016,CC Tagorermati ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Darbasta,Bichantek Cc ,10013010,CC Bichantek ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Darbasta,Darbasta USC,10017131,USC Darbasta ,USC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Darbasta,Dohal Vaitgram Cc ,10013013,CC Dohal Vaitgram ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Darbasta,Hajari Sengram Cc ,10013011,CC Hajari Sengram ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Darbasta,Laksi Prasad Cc ,10013012,CC Laksi Prasad ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Fatehpur,Hemu Cc ,10013014,CC Hemu ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Fatehpur,Fatehpur USC,10017132,USC Fatehpur ,USC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Fatehpur,Sikarkha Cc ,10013015,CC Sikarkha ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Fatehpur,Upor Syampur Cc ,10013017,CC Upor Syampur ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Jaintapur,Hatirgram CC ,10025329,CC Hatirgram ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Jaintapur,Jaintapur USC,10017133,USC Jaintapur ,USC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Jaintapur,Kharubil Cc,10018773,CC Kharubil,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Jaintapur,Laxmipur CC ,10023582,CC Laxmipur ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Nijpat,Cailakhel Cc ,10013018,CC Cailakhel ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Nijpat,Nijpath USC,10017134,USC Nijpath ,USC,,,,,,,,,,,,,,
Sylhet,Sylhet,Jaintiapur,Nijpat,Rupceng Cc ,10013019,CC Rupceng ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Bara Chatul,Boro Chatul Cc ,10013020,CC Boro Chatul ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Bara Chatul,Haratail Cc ,10013021,CC Haratail ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Dakshin Banigram,Banigram Cc ,10013022,CC Banigram ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Dakshin Banigram,Dhalibil Cc ,10013023,CC Dhalibil ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Dakshin Banigram,Sardarer Mati Cc ,10013024,CC Sardarer Mati ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Jhingrabari,Dhaknail Dakshin Cc ,10013028,CC Dhaknail Dakshin ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Jhingrabari,Dhaknail Purba Cc ,10013027,CC Dhaknail Purba ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Jhingrabari,Lama Jhingabari Cc ,10013025,CC Lama Jhingabari ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Jhingrabari,Upor Jhingabari Cc ,10013026,CC Upor Jhingabari ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Kanaighat,Birdal Cc ,10013029,CC Birdal ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Kanaighat,Choto Desh Cc ,10013030,CC Choto Desh ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Kanaighat,Gosainpur Cc ,10013031,CC Gosainpur ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Kanaighat,Nij Chaura Cc ,10013032,CC Nij Chaura ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Kanaighat,Sibnagar Cc ,10013033,CC Sibnagar ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Paschim Lakshmi prasad,Baroband Cc ,10013036,CC Baroband ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Paschim Lakshmi pasad,Budh Bari Bajar Cc ,10013037,CC Budh Bari Bajar ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Purba Dighirpar,Kumairmati Cc ,10013038,CC Kumairmati ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Purba Dighirpar,Lamitmarmati Cc ,10013039,CC Lamitmarmati ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Purba Lakshmi Prasad,Andarmukh Cc ,10013040,CC Andarmukh ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Purba Lakshmi Prasad,Dana Cha Bagan Cc ,10013041,CC Dana Cha Bagan ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Purba Lakshmi Prasad,Kandala Cc ,10013042,CC Kandala ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Rajaganj,Chandarbazar Cc ,10013043,CC Chandarbazar ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Rajaganj,Faljur Cc ,10013044,CC Faljur ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Rajaganj,Talbari Cc ,10013045,CC Talbari ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Satbak (paschim Dighirpar),July Cc ,10013034,CC July ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Kanaighat,Satbak (paschim Dighirpar),Lalarchak Cc ,10013035,CC Lalarchak ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Bara Thakuri,Dariyapur Cc ,10013070,CC Dariyapur ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Bara Thakuri,Munsibari USC,10013137,USC Munsibari ,USC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Bara Thakuri,Uttarakula Cc ,10013071,CC Uttarakula ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Barahal,Khilogram Cc ,10013072,CC Khilogram ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Barahal,Mahidpur Cc ,10013073,CC Mahidpur ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Barahal,Maijgram (Nidanpur) Cc,10013074,CC Maijgram (Nidanpur),CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Barahal,Parcak Cc ,10013075,CC Parcak ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Birasree,Bipak Cc ,10013076,CC Bipak ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Birasree,Majrgram (Shermnal) Cc,10013077,CC Majrgram (Shermnal),CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Birasree,Suprakandi Cc ,10013078,CC Suprakandi ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Kajalshar,Gutagram Cc ,10013079,CC Gutagram ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Kajalshar,Atgram USC,10002205,USC Atgram ,USC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Kajalshar,Jamalpur Cc ,10013080,CC Jamalpur ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Kajalshar,Kamalpur Cc ,10013081,CC Kamalpur ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Kashkanakpur,Inamati (Kayasthakapan) Cc,10013082,CC Inamati (Kayasthakapan),CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Kashkanakpur,Kaskanakpur Cc ,10013083,CC Kaskanakpur ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Kholachhara,Bhuyar Bazar C.c ,10013084,CC Bhuyar Bazar C,CC,,CC Bhuyar Bazar,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Kholachhara,Dubarirpar Cc ,10013085,CC Dubarirpar ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Kholachhara,Sadarpur Cc ,10013086,CC Sadarpur ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Manikpur,Ballah Cc ,10013087,CC Ballah ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Manikpur,Brahmangram Cc ,10013088,CC Brahmangram ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Manikpur,Nandisri Cc ,10013089,CC Nandisri ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Sultanpur,Ghehuya Cc ,10013090,CC Ghehuya ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Sultanpur,Khadiman Cc ,10013091,CC Khadiman ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Sultanpur,Pathanchak Cc ,10013092,CC Pathanchak ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Zakiganj,Hail Islampur Cc ,10013093,CC Hail Islampur ,CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Zakiganj,Pascim Band (Simerband) Cc,10013094,CC Pascim Band (Simerband),CC,,,,,,,,,,,,,,
Sylhet,Sylhet,Zakiganj,Zakiganj,Vakarsal Cc ,10013095,CC Vakarsal ,CC,,,,,,,,,,,,,,


Division,District,Upazila,Union,CC Name,Facility/Organization Code,Facility Name,Facility Type,Note,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Ajmiriganj,Azmirigonj Cc ,10012464,CC Azmirigonj ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Ajmiriganj,Mirjapur Cc ,10012465,CC Mirjapur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Ajmiriganj,Shanbari Cc ,10012466,CC Shanbari ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Badalpur,Jhilua CC ,10024498,CC Jhilua ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Badalpur,Kathakhali CC ,10025264,CC Kathakhali ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Badalpur,Paharpur Cc ,10012467,CC Paharpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Badalpur,Vobanipur Cc ,10012468,CC Vobanipur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Jalsuka,Madhabpasha CC ,10024500,CC Madhabpasha ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Jalsuka,Jalsuka USC,10002072,USC Jalsuka,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Jalsuka,Noagar Cc ,10018110,CC Noagar ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Jalsuka,Patulee Para CC ,10024499,CC Patulee Para ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Kakailseo,Kakailseo Cc,10019255,CC Kakailseo,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Kakailseo,Kakailseo USC,10002073,USC Kakailseo,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Kakailseo,Kamalpur CC ,10024502,CC Kamalpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Kakailseo,Bodorpur Cc,10024503,CC Bodorpur,CC,"Rename ""CC Mahtabpur"" with ""CC Bodorpur""",,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Kakailseo,Alipur Sobir Mia Cc,10024501,CC Alipur Sobir Mia,CC,"Rename ""CC Solouri"" with ""CC Alipur Sobir Mia""",,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Shibpasha,Darga Cc,10019260,CC Darga,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Ajmiriganj,Shibpasha,Hakra Cc,10019259,CC Hakra,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Bahubal,Balichapra Cc ,10012469,CC Balichapra ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Bahubal,Goyaura Cc ,10012470,CC Goyaura ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Bahubal,Mauri Cc ,10012471,CC Mauri ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Bhadeshwar,Barogao Cc ,10012472,CC Barogao ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Bhadeshwar,Biharipur Cc ,10012473,CC Biharipur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Bhadeshwar,West Vadesbar Cc ,10012474,CC West Vadesbar ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Lamatashi,Hazipur CC ,10025245,CC Hazipur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Lamatashi,Lamatasi Cc ,10012476,CC Lamatasi ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Lamatashi,Shimulium Cc,10018694,CC Shimulium,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Mirpur,Fardakhala Cc ,10012478,CC Fardakhala ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Mirpur,Satiyajuri Cc ,10012479,CC Satiyajuri ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Mirpur,Sreepur Cc,10018695,CC Sreepur,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Putijuri,Hilalpur Cc,10018693,CC Hilalpur,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Putijuri,Rajsuroth Cc ,10012481,CC Rajsuroth ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Putijuri,Noyaai Cc ,10012480,CC Noyaai ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Satkapan,Banait Cc ,10012482,CC Banait ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Satkapan,Manika Cc ,10012483,CC Manika ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Satkapan,Rasulpur Cc ,10012484,CC Rasulpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Snanghat,Amreta Cc ,10012485,CC Amreta ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Bahubal,Snanghat,Fathepur Cc ,10012486,CC Fathepur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Baraiuri,Kadupur Cc ,10012487,CC Kadupur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Baraiuri,Rukonpur Cc,Not Available,CC Rukonpur,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Dakshin Paschim Baniyachang,Banmothura CC ,10024739,CC Banmothura ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Dakshin Purba Baniyachang,Jatukarna Para Cc ,10012488,CC Jatukarna Para ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Dakshin Purba Baniyachang,Baniachong USC,10002076,USC Baniachong,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Dakshin Purba Baniyachang,Paragao Cc ,10012489,CC Paragao ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Daulatpur,Ariamugur Cc ,10018580,CC Ariamugur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Daulatpur,East Daulatpur Cc ,10012490,CC East Daulatpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Daulatpur,Karca Cc ,10012491,CC Karca ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Kagapasha,Hyderpur CC ,10024740,CC Hyderpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Khagaura,Gunai Cc ,10012492,CC Gunai ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Khagaura,Hosenpur Cc ,10012493,CC Hosenpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Khagaura,Mathurpur Cc ,10012494,CC Mathurpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Makrampur,Notun Patariya Cc ,10012495,CC Notun Patariya ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Makrampur,South Sagor Cc ,10012496,CC South Sagor ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Mondori,Mondori Cc,Not Available,CC Mondori,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Mondori,Uttar Sangor Cc,Not Available,CC Uttar Sangor,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Muradpur,Mardanpur CC ,10024741,CC Mardanpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Pukhra,Daulatpur Cc ,10012497,CC Daulatpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Pukhra,West Pukara Cc ,10012498,CC West Pukara ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Pukhra,Kabirpur cc,Not Available,CC Kabirpur,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Shoilarkandi,Durgapur Cc ,Not Available,CC Durgapur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Shoilarkandi,Shoilarkandi Cc,Not Available,CC Shoilarkandi,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Subidpur,Vabanipur Cc ,10012499,CC Vabanipur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Sujatpur,Ekram Cc ,10018582,CC Ekram ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Sujatpur,Sujathpur USC,10013147,USC Sujathpur,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Sujatpur,Gazipur Cc ,Not Available,CC Gazipur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Sujatpur,Noabad Jaliolpur Cc,Not Available,CC Noabad Jaliolpur,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Uttar Paschim Baniyachang,Canpara Cc ,10012500,CC Canpara ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Uttar Paschim Baniyachang,Takbajkhani Cc ,10012501,CC Takbajkhani ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Baniachong,Uttar Purba Baniachang,Jamalpur Hazrapara Cc,10024738,CC Jamalpur Hazrapara,CC,"Rename ""CC Garamtola"" with ""CC Jamalpur Hazrapara""",,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Ahmadabad,Chayasri Cc ,10012502,CC Chayasri ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Ahmadabad,Razarbazar (Ahammadabad) USC,10002079,USC Razarbazar (Ahammadabad),USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Ahmadabad,Geraruk Cc ,10012503,CC Geraruk ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Ahmadabad,Kalisiri Cc ,10012504,CC Kalisiri ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Ahmadabad,Sundarpur Cc ,10012505,CC Sundarpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Chunarughat,Fulbari Cc ,10012506,CC Fulbari ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Chunarughat,Gugaura Cc ,10012507,CC Gugaura ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Chunarughat,Hasor Gao Cc ,10012508,CC Hasor Gao ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Deorgachh,Barobari Cc ,10012509,CC Barobari ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Deorgachh,Nayani Cc ,10012510,CC Nayani ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Gazipur,Bilapara Cc ,10012511,CC Bilapara ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Gazipur,Cheganagar Cc ,10012512,CC Cheganagar ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Gazipur,Gajinagar Cc ,10012513,CC Gajinagar ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Gazipur,Saddam Bazar Cc ,10012514,CC Saddam Bazar ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Mirahi,Borobada Sayed Sharif CC ,10025101,CC Borobada Sayed Sharif ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Mirahi,Gatabala Cc ,10012515,CC Gatabala ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Mirahi,Himaliya Cc ,10012516,CC Himaliya ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Mirahi,Mahadirkona Cc ,10012517,CC Mahadirkona ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Mirahi,Pakuriya Cc ,10012518,CC Pakuriya ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Paik Para,Badargaji Cc ,10012519,CC Badargaji ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Paik Para,Ganesapur Cc ,10012520,CC Ganesapur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Paik Para,Gazipur Cc ,10012521,CC Gazipur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Ranigaon,Atikpur Cc ,10012522,CC Atikpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Ranigaon,Barojus Cc ,10012523,CC Barojus ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Ranigaon,Gajiganj Cc ,10012524,CC Gajiganj ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Ranigaon,Mirasi Cc ,10012525,CC Mirasi ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Sankhola,Mahimaura Cc ,10012526,CC Mahimaura ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Sankhola,Rampur Cc ,10012527,CC Rampur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Sankhola,Shakir Mohammad Cc ,10012528,CC Shakir Mohammad ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Shatiajuri,Basudebpur Cc ,10012529,CC Basudebpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Shatiajuri,Kajirkhil Cc ,10012530,CC Kajirkhil ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Ubahata,Baliari CC ,10025099,CC Baliari ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Ubahata,Keunda Cc ,10012531,CC Keunda ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Chunarughat,Ubahata,Ulukandi CC ,10025100,CC Ulukandi ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Habiganj Sadar,Saistaganj,Carhamuya Cc ,10012549,CC Carhamuya ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Habiganj Sadar,Saistaganj,Shaistaganj USC,10002082,USC Shaistaganj,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Habiganj Sadar,Saistaganj,Kajirgao Cc ,10012550,CC Kajirgao ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Habiganj Sadar,Saistaganj,Nisapat Cc ,10012551,CC Nisapat ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Bamai,Katihara Cc ,10012555,CC Katihara ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Bamai,Vadikara Cc ,10012556,CC Vadikara ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Bulla,Bhobanipur CC ,10025129,CC Bhobanipur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Bulla,Foridpur CC ,10025128,CC Foridpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Bulla,Ganganagar Cc ,10012557,CC Ganganagar ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Bulla,Madana Cc ,10012558,CC Madana ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Bulla,Varpurni Cc ,10012559,CC Varpurni ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Karab,Agapur Rajkumar Sarkar and Monosa Rani CC ,10025067,CC Agapur Rajkumar Sarkar and Monosa Rani ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Karab,Karab Cc ,10012560,CC Karab ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Karab,Sinhagram Cc ,10012561,CC Sinhagram ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Lakhai,Amanullah CC ,10025130,CC Amanullah ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Lakhai,Lakhai USC,10002084,USC Lakhai,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Lakhai,Krishnapur Cc ,10012562,CC Krishnapur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Lakhai,Sajangram Cc ,10012563,CC Sajangram ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Lakhai,Shibpur Cc ,10012564,CC Shibpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Murakari,Fulbaria Cc ,10012565,CC Fulbaria ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Murakari,Jirunda Cc ,10012566,CC Jirunda ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Murakari,Laksmipur Cc ,10012567,CC Laksmipur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Muriauk,Moubari Minaz Uddin CC ,10023409,CC Moubari Minaz Uddin ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Muriauk,Satak Cc ,10012568,CC Satak ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Lakhai,Muriauk,Teghariya Cc ,10012569,CC Teghariya ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Adair,Adaair Cc ,10012570,CC Adaair ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Adair,Gopalpur Cc ,10012571,CC Gopalpur ,CC,,,,,,,,,,,,,,
